,UserId,VenueId,TimeZone,Latitude,Longitude,Category,City,CountryCode,Time,Date,Local_Time,L1_Category,RegionId,R_Latitude,R_Longitude,#checked_region,active_regionId_1,active_regionId_2,time_sort,Local_Time_True
32755,209968,4ed298dc93ad987b4faccac2,-420,33.565671,-112.077445,Home (private),Phoenix,US,4:37:56,2012607,2012/6/7 4:37,Residence,4,33.52096371989529,-112.0698587486911,5,4,-1,2012-06-07 04:37:00,2012-06-06 21:37:00
22797,91028,4a8a0851f964a520b50920e3,-420,33.666381,-112.124238,Movie Theater,Phoenix,US,4:41:30,2012607,2012/6/7 4:41,Arts & Entertainment,8,33.64824537209302,-112.09229006976744,6,0,-1,2012-06-07 04:41:00,2012-06-06 21:41:00
5687,11800,4fa74b2be4b0d607ba6d16a6,-420,33.491122,-112.077445,Home (private),Phoenix,US,4:42:59,2012607,2012/6/7 4:42,Residence,4,33.52096371989529,-112.0698587486911,8,4,-1,2012-06-07 04:42:00,2012-06-06 21:42:00
4563,7031,4e3a4cdf1850f0453401b5fd,-420,33.451797,-112.076654,Music Venue,Phoenix,US,4:46:18,2012607,2012/6/7 4:46,Arts & Entertainment,3,33.459221058139526,-112.07305906104652,9,4,-1,2012-06-07 04:46:00,2012-06-06 21:46:00
1605,233,4c5750ee2308be9ac3ef586c,-420,33.393908,-111.959419,Office,Phoenix,US,4:53:37,2012607,2012/6/7 4:53,Professional & Other Places,6,33.41852281040892,-111.98156154646841,7,6,-1,2012-06-07 04:53:00,2012-06-06 21:53:00
29531,160269,4b96ef4cf964a520e8ee34e3,-420,33.507684000000005,-112.039867,Burger Joint,Phoenix,US,4:55:45,2012607,2012/6/7 4:55,Food,4,33.52096371989529,-112.0698587486911,6,3,-1,2012-06-07 04:55:00,2012-06-06 21:55:00
773,168,4f0bffb4e4b0baf8306c49d7,-420,33.501437,-112.07413,Field,Phoenix,US,5:02:54,2012607,2012/6/7 5:02,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-06-07 05:02:00,2012-06-06 22:02:00
12224,29277,4abfba97f964a520e19120e3,-420,33.553913,-112.260361,Department Store,Phoenix,US,5:04:33,2012607,2012/6/7 5:04,Shop & Service,0,33.5040619112426,-112.25862841420118,3,0,-1,2012-06-07 05:04:00,2012-06-06 22:04:00
10170,22553,4adf5c9ff964a520e47921e3,-420,33.377595,-111.96403,Fast Food Restaurant,Phoenix,US,5:07:33,2012607,2012/6/7 5:07,Food,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 05:07:00,2012-06-06 22:07:00
16247,48761,4e8c9722469079cdfaeaf234,-420,33.514653,-112.065522,Home (private),Phoenix,US,5:09:06,2012607,2012/6/7 5:09,Residence,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-06-07 05:09:00,2012-06-06 22:09:00
10171,22553,4b9932f0f964a5201c6935e3,-420,33.379458,-111.961765,Hotel,Phoenix,US,5:17:08,2012607,2012/6/7 5:17,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 05:17:00,2012-06-06 22:17:00
29348,157946,4acea933f964a5209ad120e3,-420,33.458821,-112.071512,Bar,Phoenix,US,5:19:07,2012607,2012/6/7 5:19,Nightlife Spot,3,33.459221058139526,-112.07305906104652,5,4,-1,2012-06-07 05:19:00,2012-06-06 22:19:00
21635,82387,4f642e55e4b036e3e7baaf0d,-420,33.663666,-112.065522,Home (private),Phoenix,US,5:30:09,2012607,2012/6/7 5:30,Residence,8,33.64824537209302,-112.09229006976744,8,8,-1,2012-06-07 05:30:00,2012-06-06 22:30:00
31341,186570,4dd48f1d52b18e28aa18a72f,-420,33.534357,-112.244363,Home (private),Phoenix,US,5:45:28,2012607,2012/6/7 5:45,Residence,0,33.5040619112426,-112.25862841420118,3,0,-1,2012-06-07 05:45:00,2012-06-06 22:45:00
31342,186570,4dd48f1d52b18e28aa18a72f,-420,33.534357,-112.244363,Home (private),Phoenix,US,5:52:05,2012607,2012/6/7 5:52,Residence,0,33.5040619112426,-112.25862841420118,3,0,-1,2012-06-07 05:52:00,2012-06-06 22:52:00
31343,186570,4dd48f1d52b18e28aa18a72f,-420,33.534357,-112.244363,Home (private),Phoenix,US,5:59:59,2012607,2012/6/7 5:59,Residence,0,33.5040619112426,-112.25862841420118,3,0,-1,2012-06-07 05:59:00,2012-06-06 22:59:00
3029,3975,4fc33f12e4b021b6e07c2134,-420,33.59037,-112.172828,Home (private),Phoenix,US,6:01:22,2012607,2012/6/7 6:01,Residence,2,33.5951913539823,-112.15487550884956,6,2,-1,2012-06-07 06:01:00,2012-06-06 23:01:00
8929,18884,4ddf0eca1f6ed1828c4c90c1,-420,33.609956,-112.125137,Home (private),Phoenix,US,6:22:33,2012607,2012/6/7 6:22,Residence,2,33.5951913539823,-112.15487550884956,8,4,-1,2012-06-07 06:22:00,2012-06-06 23:22:00
22897,91365,4a81bc28f964a52069f71fe3,-420,33.4484,-112.071796,Bar,Phoenix,US,6:28:52,2012607,2012/6/7 6:28,Nightlife Spot,3,33.459221058139526,-112.07305906104652,6,3,-1,2012-06-07 06:28:00,2012-06-06 23:28:00
12080,28379,4f9e2a03e4b0e9595c537e63,-420,33.481915,-112.010338,General Entertainment,Phoenix,US,6:33:38,2012607,2012/6/7 6:33,Arts & Entertainment,1,33.4931607434555,-112.00071044502614,5,6,-1,2012-06-07 06:33:00,2012-06-06 23:33:00
31344,186570,4dd48f1d52b18e28aa18a72f,-420,33.534357,-112.244363,Home (private),Phoenix,US,6:47:20,2012607,2012/6/7 6:47,Residence,0,33.5040619112426,-112.25862841420118,3,0,-1,2012-06-07 06:47:00,2012-06-06 23:47:00
18203,58384,4a8a0851f964a520b50920e3,-420,33.666381,-112.124238,Movie Theater,Phoenix,US,6:52:32,2012607,2012/6/7 6:52,Arts & Entertainment,8,33.64824537209302,-112.09229006976744,6,0,-1,2012-06-07 06:52:00,2012-06-06 23:52:00
29255,157740,4ad88a33f964a520241221e3,-420,33.494285999999995,-112.079206,Convenience Store,Phoenix,US,7:07:36,2012607,2012/6/7 7:07,Shop & Service,4,33.52096371989529,-112.0698587486911,7,8,-1,2012-06-07 07:07:00,2012-06-07 00:07:00
12081,28379,4fb49ab0e4b0e0f14572f530,-420,33.481963,-112.003277,Other Nightlife,Phoenix,US,7:17:55,2012607,2012/6/7 7:17,Nightlife Spot,1,33.4931607434555,-112.00071044502614,5,6,-1,2012-06-07 07:17:00,2012-06-07 00:17:00
12082,28379,4fb4b532e4b0e2e801301aec,-420,33.481959,-112.010327,Gay Bar,Phoenix,US,7:17:38,2012607,2012/6/7 7:17,Nightlife Spot,1,33.4931607434555,-112.00071044502614,5,6,-1,2012-06-07 07:17:00,2012-06-07 00:17:00
10867,24268,4fcdbf2ae4b0231f2c9f71ed,-420,33.472479,-112.005905,Home (private),Phoenix,US,7:46:27,2012607,2012/6/7 7:46,Residence,1,33.4931607434555,-112.00071044502614,3,1,-1,2012-06-07 07:46:00,2012-06-07 00:46:00
13573,36623,4db9253df7b1b4c54f4af583,-420,33.457801,-111.970135,Home (private),Phoenix,US,7:48:42,2012607,2012/6/7 7:48,Residence,6,33.41852281040892,-111.98156154646841,3,6,-1,2012-06-07 07:48:00,2012-06-07 00:48:00
19569,65794,4bf6dca2508c0f4727003d31,-420,33.584206,-112.148983,Home (private),Phoenix,US,8:15:37,2012607,2012/6/7 8:15,Residence,2,33.5951913539823,-112.15487550884956,7,2,-1,2012-06-07 08:15:00,2012-06-07 01:15:00
29256,157740,4bcca312b6c49c74da199491,-420,33.477219,-112.073885,Office,Phoenix,US,9:03:16,2012607,2012/6/7 9:03,Professional & Other Places,3,33.459221058139526,-112.07305906104652,7,8,-1,2012-06-07 09:03:00,2012-06-07 02:03:00
8925,18884,4b6f10d9f964a520adda2ce3,-420,33.516345,-112.082831,Coffee Shop,Phoenix,US,12:15:37,2012607,2012/6/7 12:15,Drink,4,33.52096371989529,-112.0698587486911,8,4,-1,2012-06-07 12:15:00,2012-06-07 05:15:00
8926,18884,4bf447fd706e20a1b028a998,-420,33.501528,-112.056681,Office,Phoenix,US,12:22:02,2012607,2012/6/7 12:22,Professional & Other Places,4,33.52096371989529,-112.0698587486911,8,4,-1,2012-06-07 12:22:00,2012-06-07 05:22:00
17625,54936,4c0e91e975f99c748379ecc4,-420,33.446609,-112.006886,Office,Phoenix,US,13:04:07,2012607,2012/6/7 13:04,Professional & Other Places,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 13:04:00,2012-06-07 06:04:00
2522,1816,4ae9cd0ff964a5208fb621e3,-420,33.486813,-112.073891,Light Rail,Phoenix,US,13:08:48,2012607,2012/6/7 13:08,Travel & Transport,3,33.459221058139526,-112.07305906104652,6,3,-1,2012-06-07 13:08:00,2012-06-07 06:08:00
23392,93909,4c0eb32e75f99c745482ecc4,-420,33.480842,-111.988739,Office,Phoenix,US,13:14:04,2012607,2012/6/7 13:14,Professional & Other Places,1,33.4931607434555,-112.00071044502614,4,1,-1,2012-06-07 13:14:00,2012-06-07 06:14:00
13898,37691,4b589c3ff964a520206128e3,-420,33.509636,-112.07201,Breakfast Spot,Phoenix,US,13:19:04,2012607,2012/6/7 13:19,Food,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-06-07 13:19:00,2012-06-07 06:19:00
15230,45067,4c40927dd7fad13a542c06da,-420,33.445996,-112.057316,Fire Station,Phoenix,US,13:42:29,2012607,2012/6/7 13:42,Professional & Other Places,3,33.459221058139526,-112.07305906104652,8,4,3,2012-06-07 13:42:00,2012-06-07 06:42:00
765,168,4c2e27dc260bc9289b341bd3,-420,33.501622999999995,-112.074397,Residential Building (Apartment / Condo),Phoenix,US,13:52:34,2012607,2012/6/7 13:52,Residence,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-06-07 13:52:00,2012-06-07 06:52:00
10169,22553,4b9932f0f964a5201c6935e3,-420,33.379458,-111.961765,Hotel,Phoenix,US,13:56:35,2012607,2012/6/7 13:56,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 13:56:00,2012-06-07 06:56:00
28717,152569,4bfff5a4369476b0d5978e1f,-420,33.530815999999994,-112.173961,Automotive Shop,Phoenix,US,14:00:30,2012607,2012/6/7 14:00,Shop & Service,2,33.5951913539823,-112.15487550884956,5,8,-1,2012-06-07 14:00:00,2012-06-07 07:00:00
26139,120997,4b4b3fcbf964a520839526e3,-420,33.518296,-112.064629,Coffee Shop,Phoenix,US,14:03:44,2012607,2012/6/7 14:03,Drink,4,33.52096371989529,-112.0698587486911,3,4,-1,2012-06-07 14:03:00,2012-06-07 07:03:00
2523,1816,4b717ceff964a5203f492de3,-420,33.42435,-111.996024,Office,Phoenix,US,14:14:59,2012607,2012/6/7 14:14,Professional & Other Places,6,33.41852281040892,-111.98156154646841,6,3,-1,2012-06-07 14:14:00,2012-06-07 07:14:00
13420,35193,4ae1c10cf964a5202a8721e3,-420,33.442277000000004,-111.955506,Coffee Shop,Phoenix,US,14:22:18,2012607,2012/6/7 14:22,Drink,6,33.41852281040892,-111.98156154646841,5,6,-1,2012-06-07 14:22:00,2012-06-07 07:22:00
8583,18625,4aec5a3ff964a52043c621e3,-420,33.583309,-111.976478,Coffee Shop,Phoenix,US,14:25:54,2012607,2012/6/7 14:25,Drink,5,33.60813345192308,-111.99399652884615,7,0,-1,2012-06-07 14:25:00,2012-06-07 07:25:00
766,168,4bfb637b8f32ef3b981605aa,-420,33.501412,-112.073821,Train Station,Phoenix,US,14:27:04,2012607,2012/6/7 14:27,Travel & Transport,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-06-07 14:27:00,2012-06-07 07:27:00
14137,37945,4bd5f1b6637ba5930156f770,-420,33.452502,-111.989461,Medical Center,Phoenix,US,14:27:27,2012607,2012/6/7 14:27,Professional & Other Places,6,33.41852281040892,-111.98156154646841,5,3,6,2012-06-07 14:27:00,2012-06-07 07:27:00
8584,18625,4fc38b32e4b074b879f0fb56,-420,33.583138,-111.976565,Burger Joint,Phoenix,US,14:34:44,2012607,2012/6/7 14:34,Food,5,33.60813345192308,-111.99399652884615,7,0,-1,2012-06-07 14:34:00,2012-06-07 07:34:00
11405,26121,4be82ac89a54a593569b0911,-420,33.551492,-112.048816,Office,Phoenix,US,14:40:20,2012607,2012/6/7 14:40,Professional & Other Places,4,33.52096371989529,-112.0698587486911,8,8,4,2012-06-07 14:40:00,2012-06-07 07:40:00
32895,213201,4b070933f964a520ebf522e3,-420,33.445332,-112.074555,Office,Phoenix,US,14:49:44,2012607,2012/6/7 14:49,Professional & Other Places,3,33.459221058139526,-112.07305906104652,2,3,-1,2012-06-07 14:49:00,2012-06-07 07:49:00
26913,130716,4f5ffa96e4b0f492ad03a355,-420,33.491809,-112.078933,Office,Phoenix,US,14:51:48,2012607,2012/6/7 14:51,Professional & Other Places,4,33.52096371989529,-112.0698587486911,6,2,4,2012-06-07 14:51:00,2012-06-07 07:51:00
33745,227837,4c0690b32e80a593884b74f9,-420,33.420604,-111.969893,Office,Phoenix,US,15:03:41,2012607,2012/6/7 15:03,Professional & Other Places,6,33.41852281040892,-111.98156154646841,1,6,-1,2012-06-07 15:03:00,2012-06-07 08:03:00
767,168,449e9fb9f964a520c0341fe3,-420,33.435624,-112.003066,Airport,Phoenix,US,15:11:05,2012607,2012/6/7 15:11,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-06-07 15:11:00,2012-06-07 08:11:00
29817,166707,4cfd1d29c6cca35d0b2a9532,-420,33.410984,-112.013063,Coworking Space,Phoenix,US,15:14:36,2012607,2012/6/7 15:14,Professional & Other Places,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 15:14:00,2012-06-07 08:14:00
16012,47979,4a3260c4f964a520449a1fe3,-420,33.68450900000001,-112.094291,Office,Phoenix,US,15:16:35,2012607,2012/6/7 15:16,Professional & Other Places,8,33.64824537209302,-112.09229006976744,6,4,-1,2012-06-07 15:16:00,2012-06-07 08:16:00
18724,60781,4bc746c292b376b067604f3a,-420,33.408316,-112.013855,College Administrative Building,Phoenix,US,15:17:23,2012607,2012/6/7 15:17,College & University,6,33.41852281040892,-111.98156154646841,3,6,-1,2012-06-07 15:17:00,2012-06-07 08:17:00
768,168,4e15c49ae4cded56112b0537,-420,33.436243,-112.000616,Airport Terminal,Phoenix,US,15:19:09,2012607,2012/6/7 15:19,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-06-07 15:19:00,2012-06-07 08:19:00
13454,35443,4a8c2f00f964a520320d20e3,-420,33.448498,-112.078205,Courthouse,Phoenix,US,15:19:19,2012607,2012/6/7 15:19,Professional & Other Places,3,33.459221058139526,-112.07305906104652,6,8,-1,2012-06-07 15:19:00,2012-06-07 08:19:00
769,168,4cafb497eb65b1f7e40566cd,-420,33.435758,-111.997897,Mexican Restaurant,Phoenix,US,15:22:20,2012607,2012/6/7 15:22,Food,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-06-07 15:22:00,2012-06-07 08:22:00
25729,115947,4ae1c10cf964a5202a8721e3,-420,33.442277000000004,-111.955506,Coffee Shop,Phoenix,US,15:29:03,2012607,2012/6/7 15:29,Drink,6,33.41852281040892,-111.98156154646841,4,6,-1,2012-06-07 15:29:00,2012-06-07 08:29:00
770,168,4bd768a2e914a593bc2f51fa,-420,33.436060999999995,-111.996818,Airport Terminal,Phoenix,US,15:31:13,2012607,2012/6/7 15:31,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-06-07 15:31:00,2012-06-07 08:31:00
19323,64723,4f6b5eabe4b0bcd82682d10c,-420,33.517197,-112.111679,Conference Room,Phoenix,US,15:36:05,2012607,2012/6/7 15:36,Professional & Other Places,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-06-07 15:36:00,2012-06-07 08:36:00
31714,190616,4a7a401ff964a520fce81fe3,-420,33.539612,-112.023147,Hiking Trail,Phoenix,US,16:04:31,2012607,2012/6/7 16:04,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,5,4,3,2012-06-07 16:04:00,2012-06-07 09:04:00
19176,64249,4fbe76fbe4b0ad49c0c01f73,-420,33.463522,-112.028608,Residential Building (Apartment / Condo),Phoenix,US,16:19:58,2012607,2012/6/7 16:19,Residence,1,33.4931607434555,-112.00071044502614,4,1,-1,2012-06-07 16:19:00,2012-06-07 09:19:00
4125,5303,4d1f5638e56f6ea8ad936c1d,-420,33.53992,-112.101291,Home (private),Phoenix,US,16:20:47,2012607,2012/6/7 16:20,Residence,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-06-07 16:20:00,2012-06-07 09:20:00
21134,76615,4e823cc1d3e3312da3a21440,-420,33.424514,-111.968793,Office,Phoenix,US,16:24:23,2012607,2012/6/7 16:24,Professional & Other Places,6,33.41852281040892,-111.98156154646841,4,6,-1,2012-06-07 16:24:00,2012-06-07 09:24:00
19568,65794,4a901a25f964a520021620e3,-420,33.61045,-112.147466,Coffee Shop,Phoenix,US,16:36:13,2012607,2012/6/7 16:36,Drink,2,33.5951913539823,-112.15487550884956,7,2,-1,2012-06-07 16:36:00,2012-06-07 09:36:00
26465,123796,4bdf2124e75c0f47e3fac903,-420,33.44239,-111.954756,Office,Phoenix,US,16:50:54,2012607,2012/6/7 16:50,Professional & Other Places,6,33.41852281040892,-111.98156154646841,7,6,-1,2012-06-07 16:50:00,2012-06-07 09:50:00
14628,40749,4a826b71f964a5202bf91fe3,-420,33.571064,-112.189964,Community College,Phoenix,US,16:50:14,2012607,2012/6/7 16:50,College & University,2,33.5951913539823,-112.15487550884956,2,0,-1,2012-06-07 16:50:00,2012-06-07 09:50:00
31339,186570,4cc59c423d7fa1cda4afb25f,-420,33.404592,-111.99406,Office,Phoenix,US,16:53:59,2012607,2012/6/7 16:53,Professional & Other Places,6,33.41852281040892,-111.98156154646841,3,0,-1,2012-06-07 16:53:00,2012-06-07 09:53:00
31715,190616,4a7a401ff964a520fce81fe3,-420,33.539612,-112.023147,Hiking Trail,Phoenix,US,16:58:50,2012607,2012/6/7 16:58,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,5,4,3,2012-06-07 16:58:00,2012-06-07 09:58:00
11709,26253,4dbb30121e72b351ca92d761,-420,33.509840000000004,-112.17293,Building,Phoenix,US,17:18:11,2012607,2012/6/7 17:18,Professional & Other Places,7,33.447427633663374,-112.1794503861386,6,3,-1,2012-06-07 17:18:00,2012-06-07 10:18:00
2623,2706,4a46d6f7f964a5208ea91fe3,-420,33.509996,-112.07222,Grocery Store,Phoenix,US,17:19:48,2012607,2012/6/7 17:19,Shop & Service,4,33.52096371989529,-112.0698587486911,7,5,-1,2012-06-07 17:19:00,2012-06-07 10:19:00
24830,109207,4f22cf4ee4b0476577fca825,-420,33.484561,-112.077366,Office,Phoenix,US,17:20:53,2012607,2012/6/7 17:20,Professional & Other Places,3,33.459221058139526,-112.07305906104652,3,3,-1,2012-06-07 17:20:00,2012-06-07 10:20:00
2010,647,4e7f9d419a52a0fcc38a3a26,-420,33.378158,-111.968274,Road,Phoenix,US,17:47:19,2012607,2012/6/7 17:47,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 17:47:00,2012-06-07 10:47:00
2011,647,4e7f9d419a52a0fcc38a3a26,-420,33.378158,-111.968274,Road,Phoenix,US,17:48:37,2012607,2012/6/7 17:48,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 17:48:00,2012-06-07 10:48:00
2012,647,4f58beb9e4b0a386de7139b3,-420,33.385883,-111.960758,Road,Phoenix,US,17:49:40,2012607,2012/6/7 17:49,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-06-07 17:49:00,2012-06-07 10:49:00
26046,120076,4f3d72bae4b0e602915e1c86,-420,33.436931,-111.994375,Airport Lounge,Phoenix,US,17:49:55,2012607,2012/6/7 17:49,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,6,0,2012-06-07 17:49:00,2012-06-07 10:49:00
4126,5303,4b40f475f964a52029be25e3,-420,33.576377,-112.117944,Salad Place,Phoenix,US,18:12:52,2012607,2012/6/7 18:12,Food,2,33.5951913539823,-112.15487550884956,7,4,-1,2012-06-07 18:12:00,2012-06-07 11:12:00
23231,92745,4b86ebd4f964a52003a631e3,-420,33.480042,-112.081279,Mexican Restaurant,Phoenix,US,18:21:35,2012607,2012/6/7 18:21,Food,3,33.459221058139526,-112.07305906104652,5,3,-1,2012-06-07 18:21:00,2012-06-07 11:21:00
29460,159592,449e9fb9f964a520c0341fe3,-420,33.435624,-112.003066,Airport,Phoenix,US,18:27:39,2012607,2012/6/7 18:27,Travel & Transport,6,33.41852281040892,-111.98156154646841,8,4,-1,2012-06-07 18:27:00,2012-06-07 11:27:00
19782,67218,4bacf413f964a5208b1d3be3,-420,33.46775,-112.065954,Office,Phoenix,US,18:30:51,2012607,2012/6/7 18:30,Professional & Other Places,3,33.459221058139526,-112.07305906104652,3,3,-1,2012-06-07 18:30:00,2012-06-07 11:30:00
27109,134483,4a723691f964a5209ada1fe3,-420,33.44847,-112.077885,Sandwich Place,Phoenix,US,18:33:35,2012607,2012/6/7 18:33,Food,3,33.459221058139526,-112.07305906104652,3,1,-1,2012-06-07 18:33:00,2012-06-07 11:33:00
32754,209968,4b589c3ff964a520206128e3,-420,33.509636,-112.07201,Breakfast Spot,Phoenix,US,18:52:09,2012607,2012/6/7 18:52,Food,4,33.52096371989529,-112.0698587486911,5,4,-1,2012-06-07 18:52:00,2012-06-07 11:52:00
22623,90563,4a47e547f964a52043aa1fe3,-420,33.576243,-112.065461,Breakfast Spot,Phoenix,US,18:53:10,2012607,2012/6/7 18:53,Food,4,33.52096371989529,-112.0698587486911,7,5,-1,2012-06-07 18:53:00,2012-06-07 11:53:00
13174,32996,4b2c0c4cf964a52063c024e3,-420,33.639203,-112.066561,American Restaurant,Phoenix,US,18:58:54,2012607,2012/6/7 18:58,Food,8,33.64824537209302,-112.09229006976744,9,0,-1,2012-06-07 18:58:00,2012-06-07 11:58:00
19381,64925,4e8b1c26b8f79e3db8f4d93d,-420,33.473665999999994,-112.262616,School,Phoenix,US,19:03:44,2012607,2012/6/7 19:03,Professional & Other Places,0,33.5040619112426,-112.25862841420118,7,0,-1,2012-06-07 19:03:00,2012-06-07 12:03:00
30156,170037,4ad2b28ef964a52082e220e3,-420,33.421426000000004,-111.970169,Convenience Store,Phoenix,US,19:09:30,2012607,2012/6/7 19:09,Shop & Service,6,33.41852281040892,-111.98156154646841,4,6,-1,2012-06-07 19:09:00,2012-06-07 12:09:00
26364,123626,4a66768cf964a52097c81fe3,-420,33.45291,-112.07553,Gym / Fitness Center,Phoenix,US,19:10:05,2012607,2012/6/7 19:10,Outdoors & Recreation,3,33.459221058139526,-112.07305906104652,3,3,-1,2012-06-07 19:10:00,2012-06-07 12:10:00
4127,5303,4a7620dbf964a52054e21fe3,-420,33.522793,-112.09548,Mall,Phoenix,US,19:13:24,2012607,2012/6/7 19:13,Shop & Service,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-06-07 19:13:00,2012-06-07 12:13:00
22499,89465,4b302880f964a52013f724e3,-420,33.561034,-112.115872,BBQ Joint,Phoenix,US,19:14:40,2012607,2012/6/7 19:14,Food,2,33.5951913539823,-112.15487550884956,6,1,3,2012-06-07 19:14:00,2012-06-07 12:14:00
25730,115947,4dbc16570cb691071c993e8c,-420,33.441181,-111.958889,Office,Phoenix,US,19:27:54,2012607,2012/6/7 19:27,Professional & Other Places,6,33.41852281040892,-111.98156154646841,4,6,-1,2012-06-07 19:27:00,2012-06-07 12:27:00
34712,252269,4b0dc7ebf964a520055023e3,-420,33.478967,-111.984873,Grocery Store,Phoenix,US,19:28:07,2012607,2012/6/7 19:28,Shop & Service,1,33.4931607434555,-112.00071044502614,5,1,-1,2012-06-07 19:28:00,2012-06-07 12:28:00
32111,202141,449e9fb9f964a520c0341fe3,-420,33.435624,-112.003066,Airport,Phoenix,US,19:32:15,2012607,2012/6/7 19:32,Travel & Transport,6,33.41852281040892,-111.98156154646841,3,6,-1,2012-06-07 19:32:00,2012-06-07 12:32:00
18945,62952,4c2a3f2fc758e21ebd583a3f,-420,33.407584,-111.993705,Hot Dog Joint,Phoenix,US,19:33:07,2012607,2012/6/7 19:33,Food,6,33.41852281040892,-111.98156154646841,3,6,-1,2012-06-07 19:33:00,2012-06-07 12:33:00
26494,124040,4a621697f964a5200bc31fe3,-420,33.479474,-112.042415,Hospital,Phoenix,US,19:43:45,2012607,2012/6/7 19:43,Professional & Other Places,3,33.459221058139526,-112.07305906104652,4,3,-1,2012-06-07 19:43:00,2012-06-07 12:43:00
32487,206521,4e6368bcb61cd78088f7b1d5,-420,33.476014,-112.101291,Home (private),Phoenix,US,19:49:12,2012607,2012/6/7 19:49,Residence,3,33.459221058139526,-112.07305906104652,6,3,-1,2012-06-07 19:49:00,2012-06-07 12:49:00
29399,158206,4e2f6eddae60231c032d981f,-420,33.472105,-112.06488600000002,Vietnamese Restaurant,Phoenix,US,20:01:49,2012607,2012/6/7 20:01,Food,3,33.459221058139526,-112.07305906104652,4,3,-1,2012-06-07 20:01:00,2012-06-07 13:01:00
6848,13301,4a46624ff964a520cba81fe3,-420,33.51027,-112.028908,Bakery,Phoenix,US,20:06:27,2012607,2012/6/7 20:06,Food,1,33.4931607434555,-112.00071044502614,5,3,4,2012-06-07 20:06:00,2012-06-07 13:06:00
28673,150797,4b3b81adf964a520d07425e3,-420,33.598053,-111.97728,Seafood Restaurant,Phoenix,US,20:13:23,2012607,2012/6/7 20:13,Food,5,33.60813345192308,-111.99399652884615,3,5,-1,2012-06-07 20:13:00,2012-06-07 13:13:00
4128,5303,4a84fdf5f964a520fcfd1fe3,-420,33.520897,-112.098139,Department Store,Phoenix,US,20:15:59,2012607,2012/6/7 20:15,Shop & Service,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-06-07 20:15:00,2012-06-07 13:15:00
18725,60781,4aba4c07f964a520c78020e3,-420,33.410859,-112.015503,General College & University,Phoenix,US,20:16:14,2012607,2012/6/7 20:16,College & University,6,33.41852281040892,-111.98156154646841,3,6,-1,2012-06-07 20:16:00,2012-06-07 13:16:00
21135,76615,4e823cc1d3e3312da3a21440,-420,33.424514,-111.968793,Office,Phoenix,US,20:27:32,2012607,2012/6/7 20:27,Professional & Other Places,6,33.41852281040892,-111.98156154646841,4,6,-1,2012-06-07 20:27:00,2012-06-07 13:27:00
21634,82387,4fa03f87e4b0f307264d1a52,-420,33.666939,-112.085412,Building,Phoenix,US,20:35:22,2012607,2012/6/7 20:35,Professional & Other Places,8,33.64824537209302,-112.09229006976744,8,8,-1,2012-06-07 20:35:00,2012-06-07 13:35:00
4562,7031,4a6b279df964a52010ce1fe3,-420,33.508712,-112.045815,Coffee Shop,Phoenix,US,20:36:26,2012607,2012/6/7 20:36,Drink,4,33.52096371989529,-112.0698587486911,9,4,-1,2012-06-07 20:36:00,2012-06-07 13:36:00
19783,67218,4bacf413f964a5208b1d3be3,-420,33.46775,-112.065954,Office,Phoenix,US,20:39:16,2012607,2012/6/7 20:39,Professional & Other Places,3,33.459221058139526,-112.07305906104652,3,3,-1,2012-06-07 20:39:00,2012-06-07 13:39:00
33852,229046,4bdab3573904a593710d479e,-420,33.434306,-112.207918,Tech Startup,Phoenix,US,20:39:26,2012607,2012/6/7 20:39,Professional & Other Places,7,33.447427633663374,-112.1794503861386,5,7,-1,2012-06-07 20:39:00,2012-06-07 13:39:00
4129,5303,4d1f5638e56f6ea8ad936c1d,-420,33.53992,-112.101291,Home (private),Phoenix,US,20:45:47,2012607,2012/6/7 20:45,Residence,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-06-07 20:45:00,2012-06-07 13:45:00
